node1	node2
hsa-miR-4487	ENSG00000226237
hsa-miR-548k	ENSG00000226238
hsa-miR-548d-3p	ENSG00000226238
hsa-miR-658	ENSG00000226243
hsa-miR-221-5p	ENSG00000226247
hsa-miR-345-5p	ENSG00000226247
hsa-miR-149-5p	ENSG00000226247
hsa-miR-192-3p	ENSG00000226247
hsa-miR-106b-5p	ENSG00000226247
hsa-miR-20a-5p	ENSG00000226247
hsa-miR-2278	ENSG00000226254
hsa-miR-488-3p	ENSG00000226258
hsa-miR-766-3p	ENSG00000226259
hsa-miR-20b-5p	ENSG00000226268
hsa-miR-17-5p	ENSG00000226268
hsa-miR-548ak	ENSG00000226268
hsa-miR-93-5p	ENSG00000226268
hsa-miR-330-3p	ENSG00000226268
hsa-miR-320a-3p	ENSG00000226268
hsa-miR-22-3p	ENSG00000226268
hsa-miR-548l	ENSG00000226268
hsa-miR-548k	ENSG00000226268
hsa-miR-132-3p	ENSG00000226284
hsa-miR-548o-3p	ENSG00000226306
hsa-miR-24-3p	ENSG00000226306
hsa-miR-548d-3p	ENSG00000226306
hsa-let-7g-3p	ENSG00000226309
hsa-miR-93-3p	ENSG00000226309
hsa-miR-125b-5p	ENSG00000226310
hsa-miR-125a-5p	ENSG00000226310
hsa-miR-185-5p	ENSG00000226310
hsa-miR-125b-1-3p	ENSG00000226310
hsa-miR-501-5p	ENSG00000226314
hsa-miR-362-5p	ENSG00000226314
hsa-miR-502-5p	ENSG00000226314
hsa-miR-375-3p	ENSG00000226314
hsa-miR-1915-5p	ENSG00000226314
hsa-miR-212-5p	ENSG00000226314
hsa-miR-26a-5p	ENSG00000226318
hsa-miR-2467-5p	ENSG00000226327
hsa-miR-3605-5p	ENSG00000226328
hsa-miR-382-5p	ENSG00000226328
hsa-miR-17-3p	ENSG00000226328
hsa-miR-3679-5p	ENSG00000226328
hsa-miR-129-2-3p	ENSG00000226328
hsa-miR-3157-5p	ENSG00000226328
hsa-miR-146b-3p	ENSG00000226328
hsa-miR-3928-3p	ENSG00000226328
hsa-miR-1304-5p	ENSG00000226328
hsa-miR-548d-5p	ENSG00000226342
hsa-miR-106a-5p	ENSG00000226342
hsa-miR-20b-5p	ENSG00000226342
hsa-miR-125b-5p	ENSG00000226342
hsa-miR-450b-5p	ENSG00000226342
hsa-miR-125a-5p	ENSG00000226342
hsa-miR-550a-3p	ENSG00000226342
hsa-miR-106b-5p	ENSG00000226342
hsa-miR-17-5p	ENSG00000226342
hsa-miR-93-5p	ENSG00000226342
hsa-miR-20a-5p	ENSG00000226342
hsa-miR-590-3p	ENSG00000226342
hsa-miR-148b-3p	ENSG00000226360
hsa-miR-301b-3p	ENSG00000226360
hsa-miR-130b-3p	ENSG00000226360
hsa-miR-766-3p	ENSG00000226360
hsa-miR-301a-3p	ENSG00000226360
hsa-miR-744-5p	ENSG00000226360
hsa-miR-130a-3p	ENSG00000226360
hsa-miR-148a-3p	ENSG00000226360
hsa-miR-326	ENSG00000226363
hsa-miR-330-5p	ENSG00000226363
hsa-miR-4726-3p	ENSG00000226367
hsa-miR-338-3p	ENSG00000226380
hsa-miR-377-3p	ENSG00000226380
hsa-miR-485-3p	ENSG00000226380
hsa-miR-425-5p	ENSG00000226380
hsa-miR-1-3p	ENSG00000226380
hsa-miR-29b-3p	ENSG00000226380
hsa-miR-432-5p	ENSG00000226380
hsa-miR-449a	ENSG00000226380
hsa-miR-369-3p	ENSG00000226380
hsa-miR-29c-3p	ENSG00000226380
hsa-miR-181a-5p	ENSG00000226380
hsa-miR-29a-3p	ENSG00000226380
hsa-miR-34a-5p	ENSG00000226380
hsa-miR-2355-5p	ENSG00000226383
hsa-miR-542-3p	ENSG00000226383
hsa-miR-5586-3p	ENSG00000226383
hsa-miR-30c-1-3p	ENSG00000226383
hsa-miR-30c-2-3p	ENSG00000226383
hsa-miR-135a-5p	ENSG00000226396
hsa-let-7g-5p	ENSG00000226396
hsa-let-7f-5p	ENSG00000226396
hsa-miR-548au-3p	ENSG00000226396
hsa-miR-4691-3p	ENSG00000226396
hsa-miR-377-5p	ENSG00000226396
hsa-miR-34a-5p	ENSG00000226396
hsa-miR-330-3p	ENSG00000226396
hsa-miR-183-5p	ENSG00000226396
hsa-miR-181b-5p	ENSG00000226396
hsa-miR-181a-5p	ENSG00000226396
hsa-miR-449a	ENSG00000226396
hsa-miR-181c-5p	ENSG00000226396
hsa-miR-4685-3p	ENSG00000226396
hsa-miR-190b-5p	ENSG00000226396
hsa-miR-5690	ENSG00000226396
hsa-miR-135b-5p	ENSG00000226396
hsa-miR-150-5p	ENSG00000226396
hsa-miR-877-3p	ENSG00000226396
hsa-let-7a-5p	ENSG00000226396
hsa-let-7b-5p	ENSG00000226396
hsa-let-7i-5p	ENSG00000226396
hsa-miR-22-5p	ENSG00000226396
hsa-miR-296-5p	ENSG00000226396
hsa-miR-125b-5p	ENSG00000226400
hsa-miR-125a-5p	ENSG00000226400
hsa-miR-671-5p	ENSG00000226403
hsa-miR-873-5p	ENSG00000226403
hsa-miR-582-5p	ENSG00000226403
hsa-miR-17-3p	ENSG00000226415
hsa-miR-21-5p	ENSG00000226415
hsa-miR-149-5p	ENSG00000226415
hsa-miR-1913	ENSG00000226415
hsa-miR-3158-3p	ENSG00000226415
hsa-miR-186-3p	ENSG00000226415
hsa-miR-502-5p	ENSG00000226415
hsa-miR-24-3p	ENSG00000226415
hsa-miR-205-5p	ENSG00000226415
hsa-miR-532-5p	ENSG00000226415
hsa-miR-760	ENSG00000226415
hsa-miR-34a-3p	ENSG00000226415
hsa-miR-9-5p	ENSG00000226415
hsa-miR-484	ENSG00000226415
hsa-miR-29a-5p	ENSG00000226415
hsa-miR-18a-3p	ENSG00000226415
hsa-miR-766-3p	ENSG00000226415
hsa-miR-450a-5p	ENSG00000226415
hsa-miR-3194-5p	ENSG00000226415
hsa-miR-4422	ENSG00000226419
hsa-miR-34b-5p	ENSG00000226419
hsa-miR-449c-5p	ENSG00000226419
hsa-miR-141-5p	ENSG00000226419
hsa-miR-34c-5p	ENSG00000226419
hsa-miR-940	ENSG00000226419
hsa-miR-24-2-5p	ENSG00000226419
hsa-miR-550a-3-5p	ENSG00000226419
hsa-miR-330-3p	ENSG00000226419
hsa-miR-452-3p	ENSG00000226419
hsa-miR-550a-5p	ENSG00000226419
hsa-miR-24-1-5p	ENSG00000226419
hsa-miR-143-3p	ENSG00000226419
hsa-miR-9-3p	ENSG00000226419
hsa-miR-449b-5p	ENSG00000226419
hsa-miR-132-3p	ENSG00000226419
hsa-miR-2114-5p	ENSG00000226419
hsa-miR-590-3p	ENSG00000226428
hsa-miR-101-3p	ENSG00000226432
hsa-miR-200c-3p	ENSG00000226432
hsa-miR-200a-3p	ENSG00000226432
hsa-miR-485-3p	ENSG00000226432
hsa-miR-130b-3p	ENSG00000226432
hsa-miR-33b-3p	ENSG00000226432
hsa-miR-556-3p	ENSG00000226432
hsa-miR-130a-3p	ENSG00000226432
hsa-miR-21-3p	ENSG00000226432
hsa-miR-505-3p	ENSG00000226432
hsa-miR-141-3p	ENSG00000226432
hsa-miR-454-3p	ENSG00000226432
hsa-miR-421	ENSG00000226432
hsa-miR-148b-3p	ENSG00000226432
hsa-miR-301a-3p	ENSG00000226432
hsa-miR-3065-5p	ENSG00000226432
hsa-miR-148a-3p	ENSG00000226432
hsa-miR-7-1-3p	ENSG00000226432
hsa-miR-200b-3p	ENSG00000226432
hsa-miR-1-3p	ENSG00000226435
hsa-miR-15a-3p	ENSG00000226436
hsa-miR-1271-5p	ENSG00000226443
hsa-miR-26b-3p	ENSG00000226448
hsa-miR-362-3p	ENSG00000226450
hsa-miR-21-3p	ENSG00000226450
hsa-miR-324-5p	ENSG00000226450
hsa-miR-129-5p	ENSG00000226457
hsa-miR-185-5p	ENSG00000226457
hsa-miR-186-3p	ENSG00000226468
hsa-miR-577	ENSG00000226476
hsa-let-7g-5p	ENSG00000226478
hsa-miR-1224-5p	ENSG00000226478
hsa-let-7a-5p	ENSG00000226478
hsa-miR-143-3p	ENSG00000226478
hsa-miR-142-5p	ENSG00000226478
hsa-miR-9-3p	ENSG00000226478
hsa-let-7b-5p	ENSG00000226478
hsa-let-7i-5p	ENSG00000226478
hsa-miR-641	ENSG00000226478
hsa-let-7f-5p	ENSG00000226478
hsa-miR-1185-5p	ENSG00000226478
hsa-miR-3605-5p	ENSG00000226478
hsa-let-7d-5p	ENSG00000226478
hsa-miR-4511	ENSG00000226478
hsa-miR-3615	ENSG00000226482
hsa-miR-4685-3p	ENSG00000226482
hsa-miR-1271-5p	ENSG00000226483
hsa-miR-532-3p	ENSG00000226489
hsa-miR-320c	ENSG00000226491
hsa-miR-4422	ENSG00000226491
hsa-miR-320b	ENSG00000226491
hsa-miR-320a-3p	ENSG00000226491
hsa-miR-320d	ENSG00000226491
hsa-miR-4429	ENSG00000226491
hsa-miR-423-5p	ENSG00000226498
hsa-miR-33a-3p	ENSG00000226498
hsa-miR-1914-3p	ENSG00000226498
hsa-miR-137-3p	ENSG00000226498
hsa-miR-3200-5p	ENSG00000226498
hsa-miR-9-5p	ENSG00000226519
hsa-miR-432-5p	ENSG00000226530
hsa-miR-9-5p	ENSG00000226532
hsa-miR-182-5p	ENSG00000226535
hsa-miR-548au-3p	ENSG00000226535
hsa-miR-183-5p	ENSG00000226535
hsa-miR-196b-5p	ENSG00000226535
hsa-miR-24-3p	ENSG00000226535
hsa-miR-1271-5p	ENSG00000226535
hsa-miR-96-5p	ENSG00000226535
hsa-miR-19b-3p	ENSG00000226539
hsa-miR-135a-5p	ENSG00000226539
hsa-miR-4745-5p	ENSG00000226539
hsa-miR-19a-3p	ENSG00000226539
hsa-miR-10a-5p	ENSG00000226540
hsa-let-7i-5p	ENSG00000226540
hsa-let-7a-5p	ENSG00000226540
hsa-let-7f-5p	ENSG00000226540
hsa-miR-7-5p	ENSG00000226540
hsa-miR-432-5p	ENSG00000226540
hsa-let-7g-5p	ENSG00000226540
hsa-let-7b-5p	ENSG00000226540
hsa-miR-339-5p	ENSG00000226540
hsa-miR-10a-3p	ENSG00000226540
hsa-miR-1291	ENSG00000226541
hsa-miR-18b-3p	ENSG00000226541
hsa-miR-454-5p	ENSG00000226541
hsa-miR-20b-5p	ENSG00000226543
hsa-miR-338-3p	ENSG00000226543
hsa-miR-17-5p	ENSG00000226543
hsa-miR-29a-3p	ENSG00000226543
hsa-miR-205-5p	ENSG00000226543
hsa-miR-29c-3p	ENSG00000226543
hsa-miR-93-5p	ENSG00000226543
hsa-miR-29b-3p	ENSG00000226543
hsa-miR-876-3p	ENSG00000226549
hsa-miR-365a-3p	ENSG00000226549
hsa-miR-518a-3p	ENSG00000226549
hsa-miR-624-5p	ENSG00000226549
hsa-miR-541-3p	ENSG00000226549
hsa-miR-488-3p	ENSG00000226549
hsa-miR-365b-3p	ENSG00000226549
hsa-miR-142-5p	ENSG00000226549
hsa-miR-323a-5p	ENSG00000226549
hsa-miR-29a-5p	ENSG00000226549
hsa-miR-3611	ENSG00000226549
hsa-miR-28-5p	ENSG00000226549
hsa-miR-125b-1-3p	ENSG00000226549
hsa-miR-708-5p	ENSG00000226549
hsa-miR-877-3p	ENSG00000226549
hsa-miR-654-5p	ENSG00000226549
hsa-miR-629-5p	ENSG00000226549
hsa-miR-500a-5p	ENSG00000226553
hsa-miR-501-5p	ENSG00000226553
hsa-miR-16-1-3p	ENSG00000226564
hsa-miR-377-3p	ENSG00000226564
hsa-miR-144-5p	ENSG00000226564
hsa-miR-27a-3p	ENSG00000226564
hsa-miR-29b-1-5p	ENSG00000226564
hsa-miR-127-5p	ENSG00000226564
hsa-miR-23c	ENSG00000226564
hsa-miR-19a-5p	ENSG00000226564
hsa-miR-130a-5p	ENSG00000226564
hsa-miR-199b-3p	ENSG00000226564
hsa-miR-766-3p	ENSG00000226564
hsa-miR-7-5p	ENSG00000226564
hsa-miR-218-1-3p	ENSG00000226564
hsa-miR-143-5p	ENSG00000226564
hsa-miR-27b-3p	ENSG00000226564
hsa-miR-145-5p	ENSG00000226564
hsa-miR-502-3p	ENSG00000226564
hsa-miR-29c-5p	ENSG00000226564
hsa-miR-194-3p	ENSG00000226564
hsa-miR-142-3p	ENSG00000226564
hsa-miR-19b-3p	ENSG00000226564
hsa-miR-199a-5p	ENSG00000226564
hsa-miR-522-3p	ENSG00000226564
hsa-miR-199a-3p	ENSG00000226564
hsa-miR-224-5p	ENSG00000226564
hsa-miR-548b-5p	ENSG00000226564
hsa-miR-19b-1-5p	ENSG00000226564
hsa-miR-181a-3p	ENSG00000226564
hsa-miR-136-5p	ENSG00000226564
hsa-miR-190b-5p	ENSG00000226564
hsa-miR-483-3p	ENSG00000226564
hsa-miR-224-3p	ENSG00000226564
hsa-miR-140-5p	ENSG00000226564
hsa-miR-218-5p	ENSG00000226564
hsa-miR-548n	ENSG00000226564
hsa-miR-770-5p	ENSG00000226564
hsa-miR-188-3p	ENSG00000226564
hsa-miR-32-5p	ENSG00000226564
hsa-miR-501-3p	ENSG00000226564
hsa-miR-199b-5p	ENSG00000226564
hsa-miR-23a-3p	ENSG00000226564
hsa-miR-493-3p	ENSG00000226564
hsa-miR-3194-5p	ENSG00000226564
hsa-miR-299-5p	ENSG00000226564
hsa-miR-29b-2-5p	ENSG00000226564
hsa-miR-129-5p	ENSG00000226564
hsa-miR-378a-5p	ENSG00000226564
hsa-miR-132-3p	ENSG00000226564
hsa-miR-29a-5p	ENSG00000226564
hsa-miR-550a-3-5p	ENSG00000226564
hsa-miR-539-3p	ENSG00000226564
hsa-miR-150-5p	ENSG00000226564
hsa-miR-5010-3p	ENSG00000226564
hsa-miR-17-3p	ENSG00000226564
hsa-miR-379-3p	ENSG00000226564
hsa-miR-9-5p	ENSG00000226564
hsa-miR-23b-3p	ENSG00000226564
hsa-miR-215-5p	ENSG00000226567
hsa-miR-1225-5p	ENSG00000226567
hsa-miR-192-5p	ENSG00000226567
hsa-miR-425-5p	ENSG00000226567
hsa-miR-1270	ENSG00000226576
hsa-miR-339-3p	ENSG00000226576
hsa-miR-671-3p	ENSG00000226578
hsa-miR-340-3p	ENSG00000226578
hsa-miR-9-5p	ENSG00000226578
hsa-miR-26b-3p	ENSG00000226578
hsa-miR-518c-5p	ENSG00000226578
hsa-miR-150-5p	ENSG00000226578
hsa-miR-486-5p	ENSG00000226578
hsa-miR-338-3p	ENSG00000226581
hsa-miR-198	ENSG00000226608
hsa-miR-377-5p	ENSG00000226608
hsa-miR-200a-5p	ENSG00000226608
hsa-miR-19b-3p	ENSG00000226608
hsa-miR-24-3p	ENSG00000226608
hsa-miR-129-2-3p	ENSG00000226608
hsa-miR-17-3p	ENSG00000226608
hsa-miR-7-5p	ENSG00000226608
hsa-miR-103a-2-5p	ENSG00000226608
hsa-miR-10a-3p	ENSG00000226608
hsa-miR-671-5p	ENSG00000226608
hsa-miR-141-5p	ENSG00000226608
hsa-miR-136-3p	ENSG00000226608
hsa-miR-202-3p	ENSG00000226608
hsa-let-7i-5p	ENSG00000226608
hsa-miR-19a-3p	ENSG00000226608
hsa-miR-324-5p	ENSG00000226608
hsa-miR-766-3p	ENSG00000226608
hsa-let-7a-5p	ENSG00000226608
hsa-let-7d-5p	ENSG00000226608
hsa-miR-520a-5p	ENSG00000226608
hsa-miR-34b-5p	ENSG00000226608
hsa-let-7g-5p	ENSG00000226608
hsa-miR-488-5p	ENSG00000226608
hsa-let-7f-5p	ENSG00000226608
hsa-miR-877-3p	ENSG00000226608
hsa-let-7b-5p	ENSG00000226608
hsa-let-7e-5p	ENSG00000226608
hsa-miR-129-1-3p	ENSG00000226608
hsa-miR-4511	ENSG00000226608
hsa-miR-27b-5p	ENSG00000226608
hsa-miR-628-3p	ENSG00000226608
hsa-miR-449c-5p	ENSG00000226608
hsa-miR-4454	ENSG00000226625
hsa-miR-501-5p	ENSG00000226625
hsa-miR-362-5p	ENSG00000226625
hsa-miR-642a-5p	ENSG00000226629
hsa-miR-24-3p	ENSG00000226632
hsa-miR-330-5p	ENSG00000226642
hsa-miR-486-3p	ENSG00000226642
hsa-miR-564	ENSG00000226642
hsa-miR-526b-5p	ENSG00000226642
hsa-miR-518c-5p	ENSG00000226642
hsa-miR-181a-2-3p	ENSG00000226648
hsa-miR-331-3p	ENSG00000226649
hsa-miR-3127-3p	ENSG00000226649
hsa-miR-93-5p	ENSG00000226666
hsa-miR-4733-5p	ENSG00000226666
hsa-miR-16-5p	ENSG00000226666
hsa-miR-28-5p	ENSG00000226666
hsa-miR-4691-3p	ENSG00000226666
hsa-miR-338-3p	ENSG00000226666
hsa-miR-29a-3p	ENSG00000226666
hsa-miR-30d-5p	ENSG00000226666
hsa-miR-425-5p	ENSG00000226666
hsa-miR-195-5p	ENSG00000226666
hsa-miR-497-5p	ENSG00000226666
hsa-miR-29b-3p	ENSG00000226666
hsa-miR-34a-3p	ENSG00000226666
hsa-miR-424-5p	ENSG00000226666
hsa-miR-299-5p	ENSG00000226666
hsa-miR-590-3p	ENSG00000226666
hsa-miR-29c-3p	ENSG00000226666
hsa-miR-520a-5p	ENSG00000226666
hsa-miR-1306-5p	ENSG00000226666
hsa-miR-30c-5p	ENSG00000226666
hsa-miR-24-3p	ENSG00000226666
hsa-miR-136-3p	ENSG00000226666
hsa-miR-20b-5p	ENSG00000226666
hsa-miR-107	ENSG00000226666
hsa-miR-30b-5p	ENSG00000226666
hsa-miR-34b-3p	ENSG00000226666
hsa-miR-452-5p	ENSG00000226666
hsa-miR-15b-5p	ENSG00000226666
hsa-miR-4705	ENSG00000226666
hsa-miR-760	ENSG00000226666
hsa-miR-103a-3p	ENSG00000226666
hsa-miR-29b-1-5p	ENSG00000226666
hsa-miR-518f-5p	ENSG00000226666
hsa-miR-15a-5p	ENSG00000226666
hsa-miR-342-3p	ENSG00000226666
hsa-miR-766-3p	ENSG00000226666
hsa-miR-30e-5p	ENSG00000226666
hsa-miR-548b-5p	ENSG00000226666
hsa-miR-1-3p	ENSG00000226666
hsa-miR-17-5p	ENSG00000226666
hsa-let-7b-3p	ENSG00000226666
hsa-miR-30a-5p	ENSG00000226666
hsa-miR-3611	ENSG00000226674
hsa-miR-181c-5p	ENSG00000226686
hsa-miR-520a-5p	ENSG00000226686
hsa-miR-1225-5p	ENSG00000226686
hsa-miR-93-3p	ENSG00000226686
hsa-miR-361-5p	ENSG00000226686
hsa-miR-338-3p	ENSG00000226686
hsa-miR-324-3p	ENSG00000226686
hsa-miR-146b-5p	ENSG00000226686
hsa-miR-181a-5p	ENSG00000226686
hsa-miR-181b-5p	ENSG00000226686
hsa-miR-4691-3p	ENSG00000226686
hsa-miR-766-3p	ENSG00000226686
hsa-miR-652-3p	ENSG00000226686
hsa-miR-21-3p	ENSG00000226686
hsa-miR-1915-3p	ENSG00000226686
hsa-miR-543	ENSG00000226686
hsa-miR-3065-5p	ENSG00000226686
hsa-miR-3194-5p	ENSG00000226686
hsa-miR-183-5p	ENSG00000226686
hsa-miR-125a-5p	ENSG00000226688
hsa-miR-452-3p	ENSG00000226688
hsa-miR-455-5p	ENSG00000226688
hsa-miR-27b-3p	ENSG00000226688
hsa-miR-212-3p	ENSG00000226688
hsa-miR-129-5p	ENSG00000226688
hsa-miR-204-3p	ENSG00000226688
hsa-miR-126-5p	ENSG00000226688
hsa-miR-27a-3p	ENSG00000226688
hsa-miR-125b-5p	ENSG00000226688
hsa-miR-378g	ENSG00000226688
hsa-miR-26a-5p	ENSG00000226688
hsa-miR-873-3p	ENSG00000226688
hsa-miR-224-5p	ENSG00000226688
hsa-miR-432-5p	ENSG00000226688
hsa-miR-365a-3p	ENSG00000226688
hsa-miR-4664-5p	ENSG00000226693
hsa-miR-1293	ENSG00000226693
hsa-miR-299-5p	ENSG00000226701
hsa-miR-185-5p	ENSG00000226701
hsa-miR-378g	ENSG00000226701
hsa-miR-29b-2-5p	ENSG00000226701
hsa-miR-29b-1-5p	ENSG00000226701
hsa-miR-4487	ENSG00000226701
hsa-miR-138-5p	ENSG00000226701
hsa-miR-28-5p	ENSG00000226711
hsa-miR-497-5p	ENSG00000226711
hsa-miR-16-5p	ENSG00000226711
hsa-miR-1260a	ENSG00000226711
hsa-miR-107	ENSG00000226711
hsa-miR-4661-5p	ENSG00000226711
hsa-miR-218-5p	ENSG00000226711
hsa-miR-377-3p	ENSG00000226711
hsa-miR-195-5p	ENSG00000226711
hsa-miR-15a-5p	ENSG00000226711
hsa-miR-15b-5p	ENSG00000226711
hsa-miR-1260b	ENSG00000226711
hsa-miR-103a-3p	ENSG00000226711
hsa-miR-500a-5p	ENSG00000226711
hsa-miR-24-3p	ENSG00000226711
hsa-miR-338-3p	ENSG00000226711
hsa-miR-145-5p	ENSG00000226723
hsa-miR-320a-3p	ENSG00000226745
hsa-miR-760	ENSG00000226745
hsa-miR-339-5p	ENSG00000226746
hsa-miR-15b-5p	ENSG00000226746
hsa-miR-497-5p	ENSG00000226746
hsa-miR-582-5p	ENSG00000226746
hsa-miR-103a-3p	ENSG00000226746
hsa-miR-192-5p	ENSG00000226746
hsa-miR-195-5p	ENSG00000226746
hsa-miR-3200-5p	ENSG00000226746
hsa-miR-16-5p	ENSG00000226746
hsa-miR-107	ENSG00000226746
hsa-let-7g-3p	ENSG00000226746
hsa-miR-15a-5p	ENSG00000226746
hsa-miR-188-3p	ENSG00000226746
hsa-miR-20a-3p	ENSG00000226746
hsa-miR-340-3p	ENSG00000226746
hsa-miR-485-3p	ENSG00000226752
hsa-miR-342-3p	ENSG00000226752
hsa-miR-330-3p	ENSG00000226752
hsa-miR-24-3p	ENSG00000226752
hsa-miR-148a-3p	ENSG00000226752
hsa-miR-1275	ENSG00000226752
hsa-miR-2114-5p	ENSG00000226752
hsa-miR-107	ENSG00000226752
hsa-miR-132-3p	ENSG00000226752
hsa-miR-20a-5p	ENSG00000226752
hsa-miR-17-5p	ENSG00000226752
hsa-miR-1260a	ENSG00000226752
hsa-miR-16-5p	ENSG00000226752
hsa-miR-5006-3p	ENSG00000226752
hsa-miR-9-3p	ENSG00000226752
hsa-miR-375-3p	ENSG00000226752
hsa-miR-424-5p	ENSG00000226752
hsa-miR-539-3p	ENSG00000226752
hsa-miR-377-3p	ENSG00000226752
hsa-miR-22-5p	ENSG00000226752
hsa-miR-93-5p	ENSG00000226752
hsa-miR-548l	ENSG00000226752
hsa-miR-342-5p	ENSG00000226752
hsa-miR-365a-3p	ENSG00000226752
hsa-miR-9-5p	ENSG00000226752
hsa-miR-204-5p	ENSG00000226752
hsa-miR-1303	ENSG00000226752
hsa-miR-106b-5p	ENSG00000226752
hsa-miR-548d-5p	ENSG00000226752
hsa-miR-103a-3p	ENSG00000226752
hsa-miR-34a-5p	ENSG00000226752
hsa-miR-106a-5p	ENSG00000226752
hsa-miR-148b-3p	ENSG00000226752
hsa-miR-29b-2-5p	ENSG00000226752
hsa-miR-361-5p	ENSG00000226752
hsa-miR-497-5p	ENSG00000226752
hsa-miR-15a-5p	ENSG00000226752
hsa-miR-143-3p	ENSG00000226752
hsa-miR-491-5p	ENSG00000226752
hsa-miR-140-5p	ENSG00000226752
hsa-miR-338-3p	ENSG00000226752
hsa-miR-125a-5p	ENSG00000226752
hsa-miR-195-5p	ENSG00000226752
hsa-miR-15b-5p	ENSG00000226752
hsa-miR-125b-5p	ENSG00000226752
hsa-miR-188-3p	ENSG00000226752
hsa-miR-181b-5p	ENSG00000226752
hsa-miR-339-5p	ENSG00000226752
hsa-miR-377-3p	ENSG00000226754
hsa-miR-181b-3p	ENSG00000226769
hsa-miR-5008-5p	ENSG00000226777
hsa-miR-141-5p	ENSG00000226781
hsa-miR-5690	ENSG00000226781
hsa-miR-103a-2-5p	ENSG00000226781
hsa-miR-485-3p	ENSG00000226781
hsa-miR-2115-5p	ENSG00000226781
hsa-miR-125b-5p	ENSG00000226783
hsa-miR-378i	ENSG00000226783
hsa-miR-582-3p	ENSG00000226783
hsa-let-7g-5p	ENSG00000226783
hsa-let-7b-5p	ENSG00000226783
hsa-miR-32-5p	ENSG00000226783
hsa-miR-363-3p	ENSG00000226783
hsa-miR-452-5p	ENSG00000226783
hsa-let-7d-5p	ENSG00000226783
hsa-miR-92a-3p	ENSG00000226783
hsa-miR-708-5p	ENSG00000226783
hsa-miR-25-3p	ENSG00000226783
hsa-miR-30c-2-3p	ENSG00000226783
hsa-miR-125a-5p	ENSG00000226783
hsa-miR-146b-5p	ENSG00000226783
hsa-miR-122-5p	ENSG00000226783
hsa-miR-873-5p	ENSG00000226783
hsa-miR-769-3p	ENSG00000226783
hsa-miR-30c-1-3p	ENSG00000226783
hsa-miR-28-5p	ENSG00000226783
hsa-miR-3605-5p	ENSG00000226783
hsa-miR-4511	ENSG00000226783
hsa-miR-422a	ENSG00000226783
hsa-miR-539-5p	ENSG00000226783
hsa-miR-1-3p	ENSG00000226783
hsa-miR-378a-3p	ENSG00000226783
hsa-miR-200b-5p	ENSG00000226783
hsa-miR-1224-5p	ENSG00000226783
hsa-miR-877-3p	ENSG00000226783
hsa-miR-30b-3p	ENSG00000226783
hsa-let-7a-5p	ENSG00000226783
hsa-miR-29a-5p	ENSG00000226783
hsa-miR-378d	ENSG00000226783
hsa-let-7f-5p	ENSG00000226783
hsa-miR-378c	ENSG00000226783
hsa-let-7i-5p	ENSG00000226783
hsa-miR-3611	ENSG00000226783
hsa-miR-876-5p	ENSG00000226798
hsa-miR-642a-5p	ENSG00000226798
hsa-miR-935	ENSG00000226800
hsa-miR-27b-3p	ENSG00000226808
hsa-miR-27a-3p	ENSG00000226808
hsa-miR-424-3p	ENSG00000226816
hsa-miR-151a-3p	ENSG00000226816
hsa-miR-28-3p	ENSG00000226816
hsa-miR-338-5p	ENSG00000226816
hsa-miR-589-3p	ENSG00000226816
hsa-miR-577	ENSG00000226816
hsa-miR-4685-3p	ENSG00000226816
hsa-miR-185-5p	ENSG00000226816
hsa-miR-1226-3p	ENSG00000226824
hsa-miR-1249-3p	ENSG00000226828
hsa-miR-369-3p	ENSG00000226833
hsa-miR-181b-3p	ENSG00000226839
hsa-miR-483-5p	ENSG00000226849
hsa-miR-330-5p	ENSG00000226851
hsa-miR-326	ENSG00000226851
hsa-miR-138-5p	ENSG00000226855
hsa-miR-19a-3p	ENSG00000226860
hsa-miR-19b-3p	ENSG00000226860
hsa-miR-3158-3p	ENSG00000226864
hsa-miR-2110	ENSG00000226864
hsa-miR-3127-5p	ENSG00000226883
hsa-miR-125b-5p	ENSG00000226883
hsa-miR-125a-5p	ENSG00000226883
hsa-miR-221-3p	ENSG00000226891
hsa-miR-122-5p	ENSG00000226928
hsa-miR-1270	ENSG00000226928
hsa-miR-26a-1-3p	ENSG00000226928
hsa-miR-4254	ENSG00000226928
hsa-miR-432-5p	ENSG00000226928
hsa-miR-17-3p	ENSG00000226942
hsa-miR-4793-3p	ENSG00000226942
hsa-miR-424-5p	ENSG00000226942
hsa-miR-193b-3p	ENSG00000226942
hsa-miR-148b-3p	ENSG00000226948
hsa-miR-1825	ENSG00000226948
hsa-miR-125a-3p	ENSG00000226948
hsa-miR-145-5p	ENSG00000226948
hsa-miR-766-3p	ENSG00000226948
hsa-miR-154-3p	ENSG00000226948
hsa-miR-1226-3p	ENSG00000226948
hsa-miR-197-3p	ENSG00000226948
hsa-miR-338-3p	ENSG00000226948
hsa-miR-217-5p	ENSG00000226950
hsa-miR-624-5p	ENSG00000226950
hsa-miR-181c-5p	ENSG00000226950
hsa-miR-34a-5p	ENSG00000226950
hsa-miR-20a-3p	ENSG00000226950
hsa-miR-96-5p	ENSG00000226950
hsa-miR-4793-3p	ENSG00000226950
hsa-miR-183-5p	ENSG00000226950
hsa-miR-338-3p	ENSG00000226950
hsa-miR-143-3p	ENSG00000226950
hsa-miR-363-3p	ENSG00000226950
