node1	node2
ENSG00000069011	ENSG00000170523
ENSG00000069011	ENSG00000172638
ENSG00000069011	ENSG00000176125
ENSG00000069011	ENSG00000178922
ENSG00000069011	ENSG00000179222
ENSG00000069011	ENSG00000182816
ENSG00000069011	ENSG00000183640
ENSG00000069011	ENSG00000184724
ENSG00000069011	ENSG00000186930
ENSG00000069011	ENSG00000186977
ENSG00000069011	ENSG00000187838
ENSG00000069011	ENSG00000188493
ENSG00000069011	ENSG00000196378
ENSG00000069011	ENSG00000196843
ENSG00000069011	ENSG00000197191
ENSG00000069011	ENSG00000197683
ENSG00000069011	ENSG00000198183
ENSG00000069011	ENSG00000198390
ENSG00000069011	ENSG00000198919
ENSG00000069011	ENSG00000204669
ENSG00000069011	ENSG00000204866
ENSG00000069011	ENSG00000204918
ENSG00000069011	ENSG00000204919
ENSG00000069011	ENSG00000206538
ENSG00000069011	ENSG00000212899
ENSG00000069011	ENSG00000212938
ENSG00000069011	ENSG00000222028
ENSG00000069011	ENSG00000222047
ENSG00000069011	ENSG00000227151
ENSG00000069011	ENSG00000229665
ENSG00000069011	ENSG00000234278
ENSG00000069011	ENSG00000244362
ENSG00000069011	ENSG00000256762
ENSG00000069011	ENSG00000257108
ENSG00000069011	ENSG00000274749
ENSG00000069011	ENSG00000275993
ENSG00000069122	ENSG00000075420
ENSG00000069122	ENSG00000157020
ENSG00000069122	ENSG00000167791
ENSG00000069188	ENSG00000187650
ENSG00000069329	ENSG00000111237
ENSG00000069329	ENSG00000122958
ENSG00000069329	ENSG00000151502
ENSG00000069345	ENSG00000146425
ENSG00000069431	ENSG00000254772
ENSG00000069482	ENSG00000104969
ENSG00000069482	ENSG00000135018
ENSG00000069482	ENSG00000188021
ENSG00000069482	ENSG00000198363
ENSG00000069493	ENSG00000099219
ENSG00000069493	ENSG00000102934
ENSG00000069493	ENSG00000104660
ENSG00000069493	ENSG00000105374
ENSG00000069493	ENSG00000115602
ENSG00000069493	ENSG00000121542
ENSG00000069493	ENSG00000123560
ENSG00000069493	ENSG00000126251
ENSG00000069493	ENSG00000129226
ENSG00000069493	ENSG00000134545
ENSG00000069493	ENSG00000138755
ENSG00000069493	ENSG00000160472
ENSG00000069493	ENSG00000163762
ENSG00000069493	ENSG00000164007
ENSG00000069493	ENSG00000165376
ENSG00000069493	ENSG00000172568
ENSG00000069493	ENSG00000177042
ENSG00000069493	ENSG00000177519
ENSG00000069493	ENSG00000181092
ENSG00000069493	ENSG00000182685
ENSG00000069493	ENSG00000183778
ENSG00000069493	ENSG00000185883
ENSG00000069493	ENSG00000188393
ENSG00000069493	ENSG00000188833
ENSG00000069493	ENSG00000196937
ENSG00000069493	ENSG00000198523
ENSG00000069493	ENSG00000204176
ENSG00000069493	ENSG00000204548
ENSG00000069493	ENSG00000214063
ENSG00000069493	ENSG00000249581
ENSG00000069493	ENSG00000277758
ENSG00000069509	ENSG00000097033
ENSG00000069509	ENSG00000101460
ENSG00000069509	ENSG00000113790
ENSG00000069509	ENSG00000139112
ENSG00000069509	ENSG00000140941
ENSG00000069509	ENSG00000156469
ENSG00000069509	ENSG00000163904
ENSG00000069509	ENSG00000164209
ENSG00000069509	ENSG00000175029
ENSG00000069509	ENSG00000176105
ENSG00000069509	ENSG00000178952
ENSG00000069535	ENSG00000102466
ENSG00000069535	ENSG00000203667
ENSG00000069667	ENSG00000087191
ENSG00000069667	ENSG00000131095
ENSG00000069764	ENSG00000091010
ENSG00000069764	ENSG00000102878
ENSG00000069764	ENSG00000114354
ENSG00000069764	ENSG00000115507
ENSG00000069764	ENSG00000115661
ENSG00000069764	ENSG00000124562
ENSG00000069764	ENSG00000124788
ENSG00000069764	ENSG00000130700
ENSG00000069764	ENSG00000133134
ENSG00000069764	ENSG00000135482
ENSG00000069764	ENSG00000137098
ENSG00000069764	ENSG00000137802
ENSG00000069764	ENSG00000142698
ENSG00000069764	ENSG00000146592
ENSG00000069764	ENSG00000147144
ENSG00000069764	ENSG00000149922
ENSG00000069764	ENSG00000151929
ENSG00000069764	ENSG00000156795
ENSG00000069764	ENSG00000159455
ENSG00000069764	ENSG00000159921
ENSG00000069764	ENSG00000160973
ENSG00000069764	ENSG00000162148
ENSG00000069764	ENSG00000164438
ENSG00000069764	ENSG00000167889
ENSG00000069764	ENSG00000167987
ENSG00000069764	ENSG00000168453
ENSG00000069764	ENSG00000169071
ENSG00000069764	ENSG00000172005
ENSG00000069764	ENSG00000172482
ENSG00000069764	ENSG00000173065
ENSG00000069764	ENSG00000175294
ENSG00000069764	ENSG00000182591
ENSG00000069764	ENSG00000185359
ENSG00000069764	ENSG00000186844
ENSG00000069764	ENSG00000187173
ENSG00000069764	ENSG00000187223
ENSG00000069764	ENSG00000188747
ENSG00000069764	ENSG00000196388
ENSG00000069764	ENSG00000196843
ENSG00000069764	ENSG00000197084
ENSG00000069764	ENSG00000197191
ENSG00000069764	ENSG00000197683
ENSG00000069764	ENSG00000203786
ENSG00000069764	ENSG00000206538
ENSG00000069764	ENSG00000240583
ENSG00000069849	ENSG00000148175
ENSG00000069849	ENSG00000170545
ENSG00000069849	ENSG00000205279
ENSG00000069869	ENSG00000139112
ENSG00000069869	ENSG00000143514
ENSG00000069869	ENSG00000166949
ENSG00000069869	ENSG00000171453
ENSG00000069869	ENSG00000188803
ENSG00000069869	ENSG00000266714
ENSG00000069956	ENSG00000089022
ENSG00000069956	ENSG00000165887
ENSG00000069974	ENSG00000102362
ENSG00000069974	ENSG00000142765
ENSG00000069974	ENSG00000147041
ENSG00000069974	ENSG00000164674
ENSG00000069974	ENSG00000170011
ENSG00000070010	ENSG00000182446
ENSG00000070018	ENSG00000217555
ENSG00000070031	ENSG00000105991
ENSG00000070031	ENSG00000130307
ENSG00000070031	ENSG00000134138
ENSG00000070031	ENSG00000185359
ENSG00000070081	ENSG00000126262
ENSG00000070081	ENSG00000139514
ENSG00000070081	ENSG00000169379
ENSG00000070081	ENSG00000198363
ENSG00000070159	ENSG00000076242
ENSG00000070159	ENSG00000090447
ENSG00000070159	ENSG00000101888
ENSG00000070159	ENSG00000104643
ENSG00000070159	ENSG00000146063
ENSG00000070159	ENSG00000155329
ENSG00000070159	ENSG00000157450
ENSG00000070159	ENSG00000160305
ENSG00000070159	ENSG00000165816
ENSG00000070159	ENSG00000166407
ENSG00000070159	ENSG00000174016
ENSG00000070159	ENSG00000175895
ENSG00000070159	ENSG00000178252
ENSG00000070159	ENSG00000187134
ENSG00000070190	ENSG00000158234
ENSG00000070190	ENSG00000165060
ENSG00000070193	ENSG00000131931
ENSG00000070193	ENSG00000153006
ENSG00000070366	ENSG00000106511
ENSG00000070367	ENSG00000079134
ENSG00000070367	ENSG00000089127
ENSG00000070367	ENSG00000100122
ENSG00000070367	ENSG00000100916
ENSG00000070367	ENSG00000101213
ENSG00000070367	ENSG00000103490
ENSG00000070367	ENSG00000105576
ENSG00000070367	ENSG00000105700
ENSG00000070367	ENSG00000107938
ENSG00000070367	ENSG00000111674
ENSG00000070367	ENSG00000114446
ENSG00000070367	ENSG00000119396
ENSG00000070367	ENSG00000138190
ENSG00000070367	ENSG00000138376
ENSG00000070367	ENSG00000139926
ENSG00000070367	ENSG00000140368
ENSG00000070367	ENSG00000140859
ENSG00000070367	ENSG00000141759
ENSG00000070367	ENSG00000142686
ENSG00000070367	ENSG00000144036
ENSG00000070367	ENSG00000150636
ENSG00000070367	ENSG00000164440
ENSG00000070367	ENSG00000165325
ENSG00000070367	ENSG00000165698
ENSG00000070367	ENSG00000167578
ENSG00000070367	ENSG00000168118
ENSG00000070367	ENSG00000171560
ENSG00000070367	ENSG00000171570
ENSG00000070367	ENSG00000184508
ENSG00000070367	ENSG00000185359
ENSG00000070367	ENSG00000197172
ENSG00000070367	ENSG00000205838
ENSG00000070367	ENSG00000221867
ENSG00000070367	ENSG00000256061
ENSG00000070423	ENSG00000072401
ENSG00000070423	ENSG00000078967
ENSG00000070423	ENSG00000109332
ENSG00000070423	ENSG00000122042
ENSG00000070423	ENSG00000131508
ENSG00000070423	ENSG00000141741
ENSG00000070423	ENSG00000170035
ENSG00000070423	ENSG00000182247
ENSG00000070423	ENSG00000188312
ENSG00000070423	ENSG00000204463
ENSG00000070444	ENSG00000071051
ENSG00000070476	ENSG00000139531
ENSG00000070476	ENSG00000143442
ENSG00000070476	ENSG00000145439
ENSG00000070476	ENSG00000152595
ENSG00000070476	ENSG00000165724
ENSG00000070476	ENSG00000196363
ENSG00000070495	ENSG00000121579
ENSG00000070495	ENSG00000139926
ENSG00000070501	ENSG00000134900
ENSG00000070601	ENSG00000197172
ENSG00000070669	ENSG00000184465
ENSG00000070669	ENSG00000185880
ENSG00000070718	ENSG00000106511
ENSG00000070761	ENSG00000102931
ENSG00000070761	ENSG00000104859
ENSG00000070770	ENSG00000100151
ENSG00000070770	ENSG00000146063
ENSG00000070770	ENSG00000204435
ENSG00000070770	ENSG00000277462
ENSG00000070778	ENSG00000083535
ENSG00000070778	ENSG00000101349
ENSG00000070778	ENSG00000102010
ENSG00000070778	ENSG00000102981
ENSG00000070778	ENSG00000106785
ENSG00000070778	ENSG00000108551
ENSG00000070778	ENSG00000111196
ENSG00000070778	ENSG00000119408
ENSG00000070778	ENSG00000142961
ENSG00000070778	ENSG00000151929
ENSG00000070778	ENSG00000154127
ENSG00000070778	ENSG00000157538
ENSG00000070778	ENSG00000163510
ENSG00000070778	ENSG00000165802
ENSG00000070778	ENSG00000167110
ENSG00000070778	ENSG00000172053
ENSG00000070778	ENSG00000174586
ENSG00000070778	ENSG00000175294
ENSG00000070778	ENSG00000178996
ENSG00000070778	ENSG00000269190
ENSG00000070808	ENSG00000100320
ENSG00000070808	ENSG00000105401
ENSG00000070808	ENSG00000131721
ENSG00000070808	ENSG00000134532
ENSG00000070808	ENSG00000136319
ENSG00000070808	ENSG00000139531
ENSG00000070808	ENSG00000142698
ENSG00000070808	ENSG00000145349
ENSG00000070808	ENSG00000148660
ENSG00000070808	ENSG00000149328
ENSG00000070808	ENSG00000151923
ENSG00000070808	ENSG00000152102
ENSG00000070808	ENSG00000156795
ENSG00000070808	ENSG00000157110
ENSG00000070808	ENSG00000158526
ENSG00000070808	ENSG00000163694
ENSG00000070808	ENSG00000166831
ENSG00000070808	ENSG00000167615
ENSG00000070808	ENSG00000170454
ENSG00000070808	ENSG00000172073
ENSG00000070808	ENSG00000174547
ENSG00000070808	ENSG00000183283
ENSG00000070808	ENSG00000183640
ENSG00000070808	ENSG00000184672
ENSG00000070808	ENSG00000184724
ENSG00000070808	ENSG00000185069
ENSG00000070808	ENSG00000186792
ENSG00000070808	ENSG00000186924
ENSG00000070808	ENSG00000186930
ENSG00000070808	ENSG00000186970
ENSG00000070808	ENSG00000186977
ENSG00000070808	ENSG00000186980
ENSG00000070808	ENSG00000196843
ENSG00000070808	ENSG00000198420
ENSG00000070808	ENSG00000204394
ENSG00000070808	ENSG00000212938
ENSG00000070808	ENSG00000244025
ENSG00000070808	ENSG00000244362
ENSG00000070831	ENSG00000101349
ENSG00000070831	ENSG00000124171
ENSG00000070831	ENSG00000128283
ENSG00000070831	ENSG00000149798
ENSG00000070831	ENSG00000180370
ENSG00000070882	ENSG00000072201
ENSG00000070882	ENSG00000102362
ENSG00000070882	ENSG00000109906
ENSG00000070882	ENSG00000112578
ENSG00000070882	ENSG00000116191
ENSG00000070882	ENSG00000117360
ENSG00000070882	ENSG00000125834
ENSG00000070882	ENSG00000127903
ENSG00000070882	ENSG00000139112
ENSG00000070882	ENSG00000142676
ENSG00000070882	ENSG00000142731
ENSG00000070882	ENSG00000165630
ENSG00000070882	ENSG00000166743
ENSG00000070882	ENSG00000170264
ENSG00000070882	ENSG00000171703
ENSG00000070882	ENSG00000174586
ENSG00000070882	ENSG00000176896
ENSG00000070882	ENSG00000179930
ENSG00000070882	ENSG00000180035
ENSG00000070882	ENSG00000184937
ENSG00000070882	ENSG00000187778
ENSG00000070950	ENSG00000105185
ENSG00000070950	ENSG00000106052
ENSG00000070950	ENSG00000113369
ENSG00000070950	ENSG00000115942
ENSG00000070950	ENSG00000147381
ENSG00000070950	ENSG00000167110
ENSG00000070950	ENSG00000183283
ENSG00000070985	ENSG00000116983
ENSG00000071051	ENSG00000072201
ENSG00000071051	ENSG00000074966
ENSG00000071051	ENSG00000080845
ENSG00000071051	ENSG00000084463
ENSG00000071051	ENSG00000087077
ENSG00000071051	ENSG00000099364
ENSG00000071051	ENSG00000099625
ENSG00000071051	ENSG00000099849
ENSG00000071051	ENSG00000100379
ENSG00000071051	ENSG00000100603
ENSG00000071051	ENSG00000100842
ENSG00000071051	ENSG00000102098
ENSG00000071051	ENSG00000104427
ENSG00000071051	ENSG00000104897
ENSG00000071051	ENSG00000105251
ENSG00000071051	ENSG00000105717
ENSG00000071051	ENSG00000105991
ENSG00000071051	ENSG00000106069
ENSG00000071051	ENSG00000106299
ENSG00000071051	ENSG00000106511
ENSG00000071051	ENSG00000107404
ENSG00000071051	ENSG00000107816
ENSG00000071051	ENSG00000108506
ENSG00000071051	ENSG00000108798
ENSG00000071051	ENSG00000111605
ENSG00000071051	ENSG00000112290
ENSG00000071051	ENSG00000114423
ENSG00000071051	ENSG00000114796
ENSG00000071051	ENSG00000115935
ENSG00000071051	ENSG00000116147
ENSG00000071051	ENSG00000117560
ENSG00000071051	ENSG00000118491
ENSG00000071051	ENSG00000119866
ENSG00000071051	ENSG00000120549
ENSG00000071051	ENSG00000120709
ENSG00000071051	ENSG00000125508
ENSG00000071051	ENSG00000125740
ENSG00000071051	ENSG00000128656
ENSG00000071051	ENSG00000129245
ENSG00000071051	ENSG00000130701
ENSG00000071051	ENSG00000130950
ENSG00000071051	ENSG00000131061
ENSG00000071051	ENSG00000132704
ENSG00000071051	ENSG00000133639
ENSG00000071051	ENSG00000134909
ENSG00000071051	ENSG00000136158
ENSG00000071051	ENSG00000136931
ENSG00000071051	ENSG00000137411
ENSG00000071051	ENSG00000138443
ENSG00000071051	ENSG00000138813
ENSG00000071051	ENSG00000139722
ENSG00000071051	ENSG00000139746
ENSG00000071051	ENSG00000140481
ENSG00000071051	ENSG00000141441
ENSG00000071051	ENSG00000143368
ENSG00000071051	ENSG00000146063
ENSG00000071051	ENSG00000147144
ENSG00000071051	ENSG00000147677
ENSG00000071051	ENSG00000147689
ENSG00000071051	ENSG00000149243
ENSG00000071051	ENSG00000149269
ENSG00000071051	ENSG00000149532
ENSG00000071051	ENSG00000150510
ENSG00000071051	ENSG00000154305
ENSG00000071051	ENSG00000154556
ENSG00000071051	ENSG00000155629
ENSG00000071051	ENSG00000158792
ENSG00000071051	ENSG00000160207
ENSG00000071051	ENSG00000160284
ENSG00000071051	ENSG00000160685
ENSG00000071051	ENSG00000162620
ENSG00000071051	ENSG00000162924
ENSG00000071051	ENSG00000162946
ENSG00000071051	ENSG00000164512
ENSG00000071051	ENSG00000165119
ENSG00000071051	ENSG00000166987
ENSG00000071051	ENSG00000167604
ENSG00000071051	ENSG00000167625
ENSG00000071051	ENSG00000168066
ENSG00000071051	ENSG00000168476
ENSG00000071051	ENSG00000170485
ENSG00000071051	ENSG00000170832
ENSG00000071051	ENSG00000172830
ENSG00000071051	ENSG00000173848
ENSG00000071051	ENSG00000175550
ENSG00000071051	ENSG00000175879
ENSG00000071051	ENSG00000176182
ENSG00000071051	ENSG00000178498
ENSG00000071051	ENSG00000179168
ENSG00000071051	ENSG00000179627
ENSG00000071051	ENSG00000180370
ENSG00000071051	ENSG00000180383
ENSG00000071051	ENSG00000180891
ENSG00000071051	ENSG00000183690
ENSG00000071051	ENSG00000184838
ENSG00000071051	ENSG00000184986
ENSG00000071051	ENSG00000185043
ENSG00000071051	ENSG00000185046
ENSG00000071051	ENSG00000185049
ENSG00000071051	ENSG00000185448
ENSG00000071051	ENSG00000187912
ENSG00000071051	ENSG00000189367
ENSG00000071051	ENSG00000196388
ENSG00000071051	ENSG00000196628
ENSG00000071051	ENSG00000197172
ENSG00000071051	ENSG00000197283
ENSG00000071051	ENSG00000198324
ENSG00000071051	ENSG00000198353
ENSG00000071051	ENSG00000198851
ENSG00000071051	ENSG00000198894
ENSG00000071051	ENSG00000203786
ENSG00000071051	ENSG00000204131
ENSG00000071051	ENSG00000204366
ENSG00000071051	ENSG00000204713
ENSG00000071051	ENSG00000204918
ENSG00000071051	ENSG00000204919
ENSG00000071051	ENSG00000205922
ENSG00000071051	ENSG00000213672
ENSG00000071051	ENSG00000215271
ENSG00000071051	ENSG00000227151
ENSG00000071051	ENSG00000229665
ENSG00000071051	ENSG00000229809
ENSG00000071051	ENSG00000234278
ENSG00000071051	ENSG00000242220
ENSG00000071051	ENSG00000260428
ENSG00000071051	ENSG00000274211
ENSG00000071082	ENSG00000182944
ENSG00000071203	ENSG00000071889
ENSG00000071203	ENSG00000102934
ENSG00000071203	ENSG00000144063
ENSG00000071242	ENSG00000100030
ENSG00000071243	ENSG00000120498
ENSG00000071243	ENSG00000130307
ENSG00000071243	ENSG00000138100
ENSG00000071243	ENSG00000184515
ENSG00000071243	ENSG00000184990
ENSG00000071246	ENSG00000095059
ENSG00000071282	ENSG00000163060
ENSG00000071282	ENSG00000183155
ENSG00000071462	ENSG00000173113
ENSG00000071539	ENSG00000072201
ENSG00000071539	ENSG00000075420
ENSG00000071539	ENSG00000088448
ENSG00000071539	ENSG00000091073
ENSG00000071539	ENSG00000093010
ENSG00000071539	ENSG00000095539
ENSG00000071539	ENSG00000099139
ENSG00000071539	ENSG00000099814
ENSG00000071539	ENSG00000100299
ENSG00000071539	ENSG00000100385
ENSG00000071539	ENSG00000103202
ENSG00000071539	ENSG00000103275
ENSG00000071539	ENSG00000105501
ENSG00000071539	ENSG00000108187
ENSG00000071539	ENSG00000111224
ENSG00000071539	ENSG00000113575
ENSG00000071539	ENSG00000113615
ENSG00000071539	ENSG00000114698
ENSG00000071539	ENSG00000115295
ENSG00000071539	ENSG00000116171
ENSG00000071539	ENSG00000116670
ENSG00000071539	ENSG00000118894
ENSG00000071539	ENSG00000119431
ENSG00000071539	ENSG00000123178
ENSG00000071539	ENSG00000123415
ENSG00000071539	ENSG00000124356
ENSG00000071539	ENSG00000124688
ENSG00000071539	ENSG00000126759
ENSG00000071539	ENSG00000127054
ENSG00000071539	ENSG00000127399
ENSG00000071539	ENSG00000131721
ENSG00000071539	ENSG00000132950
ENSG00000071539	ENSG00000133112
ENSG00000071539	ENSG00000137100
ENSG00000071539	ENSG00000137575
ENSG00000071539	ENSG00000138131
ENSG00000071539	ENSG00000138134
ENSG00000071539	ENSG00000139714
ENSG00000071539	ENSG00000140950
ENSG00000071539	ENSG00000141527
ENSG00000071539	ENSG00000142910
ENSG00000071539	ENSG00000143416
ENSG00000071539	ENSG00000143537
ENSG00000071539	ENSG00000145287
ENSG00000071539	ENSG00000146700
ENSG00000071539	ENSG00000151470
ENSG00000071539	ENSG00000151640
ENSG00000071539	ENSG00000151650
ENSG00000071539	ENSG00000152213
ENSG00000071539	ENSG00000156795
ENSG00000071539	ENSG00000157110
ENSG00000071539	ENSG00000158246
ENSG00000071539	ENSG00000159374
ENSG00000071539	ENSG00000160305
ENSG00000071539	ENSG00000160360
ENSG00000071539	ENSG00000162066
ENSG00000071539	ENSG00000162409
ENSG00000071539	ENSG00000163395
ENSG00000071539	ENSG00000163499
ENSG00000071539	ENSG00000165501
ENSG00000071539	ENSG00000166394
ENSG00000071539	ENSG00000167889
ENSG00000071539	ENSG00000168237
ENSG00000071539	ENSG00000169519
ENSG00000071539	ENSG00000171097
ENSG00000071539	ENSG00000172053
ENSG00000071539	ENSG00000172073
ENSG00000071539	ENSG00000172927
ENSG00000071539	ENSG00000173846
ENSG00000071539	ENSG00000177700
ENSG00000071539	ENSG00000179526
ENSG00000071539	ENSG00000182919
ENSG00000071539	ENSG00000184724
ENSG00000071539	ENSG00000185345
ENSG00000071539	ENSG00000186073
ENSG00000071539	ENSG00000186930
ENSG00000071539	ENSG00000187175
ENSG00000071539	ENSG00000187838
ENSG00000071539	ENSG00000188493
ENSG00000071539	ENSG00000196290
ENSG00000071539	ENSG00000196372
ENSG00000071539	ENSG00000196378
ENSG00000071539	ENSG00000196388
ENSG00000071539	ENSG00000197329
ENSG00000071539	ENSG00000197343
ENSG00000071539	ENSG00000197683
ENSG00000071539	ENSG00000198807
ENSG00000071539	ENSG00000203880
ENSG00000071539	ENSG00000204175
ENSG00000071539	ENSG00000204264
ENSG00000071539	ENSG00000205352
ENSG00000071539	ENSG00000212900
ENSG00000071539	ENSG00000212933
ENSG00000071539	ENSG00000213722
ENSG00000071539	ENSG00000213930
ENSG00000071539	ENSG00000214309
ENSG00000071539	ENSG00000221864
ENSG00000071539	ENSG00000268500
ENSG00000071564	ENSG00000113196
ENSG00000071564	ENSG00000117318
ENSG00000071564	ENSG00000125968
ENSG00000071564	ENSG00000176009
ENSG00000071564	ENSG00000198420
ENSG00000071564	ENSG00000233608
ENSG00000071575	ENSG00000138964
ENSG00000071626	ENSG00000077312
ENSG00000071655	ENSG00000100151
ENSG00000071655	ENSG00000101624
ENSG00000071655	ENSG00000103852
ENSG00000071655	ENSG00000104435
ENSG00000071655	ENSG00000105419
ENSG00000071655	ENSG00000105717
ENSG00000071655	ENSG00000106511
ENSG00000071655	ENSG00000106541
ENSG00000071655	ENSG00000109680
ENSG00000071655	ENSG00000112237
ENSG00000071655	ENSG00000113141
ENSG00000071655	ENSG00000114107
ENSG00000071655	ENSG00000122180
ENSG00000071655	ENSG00000127328
ENSG00000071655	ENSG00000131558
ENSG00000071655	ENSG00000132286
ENSG00000071655	ENSG00000132938
ENSG00000071655	ENSG00000135249
ENSG00000071655	ENSG00000137575
ENSG00000071655	ENSG00000138100
ENSG00000071655	ENSG00000142552
ENSG00000071655	ENSG00000143614
ENSG00000071655	ENSG00000151338
ENSG00000071655	ENSG00000159173
ENSG00000071655	ENSG00000162924
ENSG00000071655	ENSG00000165495
ENSG00000071655	ENSG00000167110
ENSG00000071655	ENSG00000167491
ENSG00000071655	ENSG00000167565
ENSG00000071655	ENSG00000167612
ENSG00000071655	ENSG00000167779
ENSG00000071655	ENSG00000169551
ENSG00000071655	ENSG00000170653
ENSG00000071655	ENSG00000171346
ENSG00000071655	ENSG00000171772
ENSG00000071655	ENSG00000179271
ENSG00000071655	ENSG00000179455
ENSG00000071655	ENSG00000182195
ENSG00000071655	ENSG00000183305
ENSG00000071655	ENSG00000184507
ENSG00000071655	ENSG00000186832
ENSG00000071655	ENSG00000187855
ENSG00000071655	ENSG00000188191
ENSG00000071655	ENSG00000188312
ENSG00000071655	ENSG00000197343
ENSG00000071655	ENSG00000197461
ENSG00000071655	ENSG00000197978
ENSG00000071655	ENSG00000198839
ENSG00000071655	ENSG00000204220
ENSG00000071655	ENSG00000204536
ENSG00000071655	ENSG00000213213
ENSG00000071655	ENSG00000268606
ENSG00000071889	ENSG00000106511
ENSG00000071889	ENSG00000107175
ENSG00000071889	ENSG00000136938
ENSG00000071889	ENSG00000147676
ENSG00000071889	ENSG00000172243
ENSG00000071894	ENSG00000145358
ENSG00000071894	ENSG00000162924
ENSG00000071894	ENSG00000196388
ENSG00000071967	ENSG00000079950
ENSG00000071967	ENSG00000100292
ENSG00000071967	ENSG00000101558
ENSG00000071967	ENSG00000102007
ENSG00000071967	ENSG00000103496
ENSG00000071967	ENSG00000105404
ENSG00000071967	ENSG00000105701
ENSG00000071967	ENSG00000107175
ENSG00000071967	ENSG00000108433
ENSG00000071967	ENSG00000120742
ENSG00000071967	ENSG00000121542
ENSG00000071967	ENSG00000124164
ENSG00000071967	ENSG00000151778
ENSG00000071967	ENSG00000162300
ENSG00000071967	ENSG00000164983
ENSG00000071967	ENSG00000171517
ENSG00000071967	ENSG00000189077
ENSG00000071967	ENSG00000196329
ENSG00000071994	ENSG00000167139
ENSG00000072041	ENSG00000103042
ENSG00000072041	ENSG00000135211
ENSG00000072041	ENSG00000136052
ENSG00000072041	ENSG00000137404
ENSG00000072041	ENSG00000155760
ENSG00000072042	ENSG00000179363
ENSG00000072062	ENSG00000108946
ENSG00000072062	ENSG00000119986
ENSG00000072062	ENSG00000135549
ENSG00000072062	ENSG00000188191
ENSG00000072110	ENSG00000072201
ENSG00000072110	ENSG00000089127
ENSG00000072110	ENSG00000130222
ENSG00000072110	ENSG00000131435
ENSG00000072110	ENSG00000134001
ENSG00000072110	ENSG00000136810
ENSG00000072110	ENSG00000146425
ENSG00000072110	ENSG00000150776
ENSG00000072110	ENSG00000152422
ENSG00000072110	ENSG00000164877
ENSG00000072110	ENSG00000166317
ENSG00000072110	ENSG00000168301
ENSG00000072110	ENSG00000172399
ENSG00000072110	ENSG00000174015
ENSG00000072110	ENSG00000177791
ENSG00000072110	ENSG00000178567
ENSG00000072110	ENSG00000179933
ENSG00000072110	ENSG00000185247
ENSG00000072110	ENSG00000248746
ENSG00000072121	ENSG00000076382
ENSG00000072121	ENSG00000092199
ENSG00000072121	ENSG00000095066
ENSG00000072121	ENSG00000100109
ENSG00000072121	ENSG00000103852
ENSG00000072121	ENSG00000112559
ENSG00000072121	ENSG00000117155
ENSG00000072121	ENSG00000128596
ENSG00000072121	ENSG00000130307
ENSG00000072121	ENSG00000131737
ENSG00000072121	ENSG00000136878
ENSG00000072121	ENSG00000146809
ENSG00000072121	ENSG00000147421
ENSG00000072121	ENSG00000151790
ENSG00000072121	ENSG00000158301
ENSG00000072121	ENSG00000160972
ENSG00000072121	ENSG00000164118
ENSG00000072121	ENSG00000167110
ENSG00000072121	ENSG00000171346
ENSG00000072121	ENSG00000171446
ENSG00000072121	ENSG00000174015
ENSG00000072121	ENSG00000175895
ENSG00000072121	ENSG00000176896
ENSG00000072121	ENSG00000176903
ENSG00000072121	ENSG00000179222
ENSG00000072121	ENSG00000183323
ENSG00000072121	ENSG00000198883
ENSG00000072121	ENSG00000204889
ENSG00000072121	ENSG00000221837
ENSG00000072121	ENSG00000272804
ENSG00000072121	ENSG00000276234
ENSG00000072133	ENSG00000198369
ENSG00000072134	ENSG00000080561
ENSG00000072134	ENSG00000084652
ENSG00000072134	ENSG00000089486
ENSG00000072134	ENSG00000101871
ENSG00000072134	ENSG00000104408
ENSG00000072134	ENSG00000105643
ENSG00000072134	ENSG00000112130
ENSG00000072134	ENSG00000113369
ENSG00000072134	ENSG00000113595
ENSG00000072134	ENSG00000115762
ENSG00000072134	ENSG00000116525
ENSG00000072134	ENSG00000120215
ENSG00000072134	ENSG00000124225
ENSG00000072134	ENSG00000124788
ENSG00000072134	ENSG00000132471
ENSG00000072134	ENSG00000133104
ENSG00000072134	ENSG00000135472
ENSG00000072134	ENSG00000150991
ENSG00000072134	ENSG00000162409
ENSG00000072134	ENSG00000165782
ENSG00000072134	ENSG00000166272
ENSG00000072134	ENSG00000170365
ENSG00000072134	ENSG00000172009
ENSG00000072134	ENSG00000183283
ENSG00000072134	ENSG00000187790
ENSG00000072134	ENSG00000189067
ENSG00000072134	ENSG00000197070
ENSG00000072134	ENSG00000221983
ENSG00000072134	ENSG00000234127
ENSG00000072134	ENSG00000239779
ENSG00000072182	ENSG00000165588
ENSG00000072195	ENSG00000100151
ENSG00000072195	ENSG00000106511
ENSG00000072195	ENSG00000126457
ENSG00000072195	ENSG00000160207
ENSG00000072201	ENSG00000072958
ENSG00000072201	ENSG00000074319
ENSG00000072201	ENSG00000076604
ENSG00000072201	ENSG00000077312
ENSG00000072201	ENSG00000078967
ENSG00000072201	ENSG00000079462
ENSG00000072201	ENSG00000080561
ENSG00000072201	ENSG00000080986
ENSG00000072201	ENSG00000082512
ENSG00000072201	ENSG00000083838
ENSG00000072201	ENSG00000085644
ENSG00000072201	ENSG00000085998
ENSG00000072201	ENSG00000087077
ENSG00000072201	ENSG00000087338
ENSG00000072201	ENSG00000088808
